Time Stamp,T_comp1_dis (K),T_comp2_dis (K),P_cond (Pa),P_evap (Pa),T_comp_suc (K),target_eta,target_eta2,h_comp_suc (j/kg),h_comp1_dis (j/kg),h_comp2_dis (j/kg),h_isen (j/kg),eta_isentropic_1,eta_isentropic_2,eta1_condition,eta2_condition,comp1_mech_power,comp2_mech_power,m_comp1,m_comp2,m_total,T_evap_ex (K),T_subcooling (K),h_evap_ex (j/kg),h_evap_in (j/kg),cooling_load (KW),Total_electric_power (KW),COP
2024-07-27 09:04:00,336.3333333333333,337.0,1780000.0,980000.0,302.0,0.75,0,447415.3407978464,471930.8952426097,471930.8952426097,465802.0066314189,0.8133605990133429,0.787687913476383,True,True,0.0,0.0,0.0,0.0,0.0,296.425,303.0,441657.07360421907,428921.2383896136,0.0,0.0,0.0
2024-07-27 09:04:00,334.0,335.3333333333333,1796666.6666666667,920000.0,302.0,0.75,0,447415.3407978464,476908.5782785929,476908.5782785929,469535.26890840626,1.1199336374727706,1.0414938433166103,True,True,0.0,0.0,0.0,0.0,0.0,297.675,303.0,444242.8369769671,428921.2383896136,0.0,0.0,0.0
2024-07-27 09:05:00,338.0,338.0,1813333.3333333335,890000.0,303.6666666666667,0.75,0,451049.81681739754,480943.84125193907,480943.84125193907,473470.3351433037,1.1039366774694002,1.1039366774694002,True,True,0.0,0.0,0.0,0.0,0.0,297.06666666666666,303.0,444470.2072140582,428921.2383896136,0.0,0.0,0.0
2024-07-27 09:05:00,326.0,278.0,1780000.0,1500000.0,303.0,0.75,0,436969.9954181494,458377.88740414847,443215.566237002,441654.17353228887,0.21880613547578454,-0.020404622110090646,False,True,0.0,0.0,0.0,0.0,0.0,298.93333333333334,303.0,431838.35077490396,428921.2383896136,0.0,0.0,0.0
2024-07-27 09:05:00,336.0,336.0,1780000.0,980000.0,302.0,0.75,0,447415.3407978464,471930.8952426097,471930.8952426097,465802.0066314189,0.8268553363031141,0.8268553363031141,True,True,0.0,0.0,0.0,0.0,0.0,296.6,303.0,443999.9684378921,428921.2383896136,0.0,0.0,0.0
2024-07-27 09:05:00,333.0,335.0,1813333.3333333335,920000.0,302.3333333333333,0.75,0,447755.8194022552,476795.08541045664,476795.08541045664,469535.26890840626,1.2085138093803718,1.0610197196377125,True,True,0.0,0.0,0.0,0.0,0.0,297.8666666666667,303.0,444437.90322758566,428921.2383896136,0.0,0.0,0.0
2024-07-27 09:07:00,338.0,338.0,1813333.3333333335,890000.0,303.6666666666667,0.75,0,451049.81681739754,480943.84125193907,480943.84125193907,473470.3351433037,1.1039366774694002,1.1039366774694002,True,True,0.0,0.0,0.0,0.0,0.0,297.23333333333335,303.0,444637.9676725547,428921.2383896136,0.0,0.0,0.0
2024-07-27 09:07:00,326.0,278.0,1780000.0,1500000.0,303.0,0.75,0,436969.9954181494,458377.88740414847,443215.566237002,441654.17353228887,0.21880613547578454,-0.020404622110090646,False,True,0.0,0.0,0.0,0.0,0.0,299.0,303.0,431924.544896367,428921.2383896136,0.0,0.0,0.0
2024-07-27 09:07:00,336.0,336.0,1780000.0,980000.0,302.0,0.75,0,447415.3407978464,471930.8952426097,471930.8952426097,465802.0066314189,0.8268553363031141,0.8268553363031141,True,True,0.0,0.0,0.0,0.0,0.0,296.73333333333335,303.0,444134.39976980584,428921.2383896136,0.0,0.0,0.0
2024-07-27 09:07:00,333.0,335.0,1813333.3333333335,920000.0,302.3333333333333,0.75,0,447755.8194022552,476795.08541045664,476795.08541045664,469535.26890840626,1.2085138093803718,1.0610197196377125,True,True,0.0,0.0,0.0,0.0,0.0,298.06666666666666,303.0,444641.30537459627,428921.2383896136,0.0,0.0,0.0
2024-07-27 09:08:00,338.0,338.0,1813333.3333333335,890000.0,303.6666666666667,0.75,0,451049.81681739754,480943.84125193907,480943.84125193907,473470.3351433037,1.1039366774694002,1.1039366774694002,True,True,0.0,0.0,0.0,0.0,0.0,297.35,303.0,444755.34387298796,428921.2383896136,0.0,0.0,0.0
2024-07-27 09:08:00,326.0,278.0,1780000.0,1500000.0,303.0,0.75,0,436969.9954181494,458377.88740414847,443215.566237002,441654.17353228887,0.21880613547578454,-0.020404622110090646,False,True,0.0,0.0,0.0,0.0,0.0,299.1,303.0,432053.69323805324,428921.2383896136,0.0,0.0,0.0
2024-07-27 09:08:00,336.0,336.0,1780000.0,980000.0,302.0,0.75,0,447415.3407978464,471930.8952426097,471930.8952426097,465802.0066314189,0.8268553363031141,0.8268553363031141,True,True,0.0,0.0,0.0,0.0,0.0,296.9,303.0,444302.35157011036,428921.2383896136,0.0,0.0,0.0
2024-07-27 09:08:00,333.0,335.0,1813333.3333333335,920000.0,302.3333333333333,0.75,0,447755.8194022552,476795.08541045664,476795.08541045664,469535.26890840626,1.2085138093803718,1.0610197196377125,True,True,0.0,0.0,0.0,0.0,0.0,298.225,303.0,444802.2280325058,428921.2383896136,0.0,0.0,0.0
