Time Stamp,System Identifier,*Working hours,Air Thermistor BRC1 T°,EV Opening,Filter status,Gas Pipe T°,Indoor ID,Indoor ON/OFF Status,Indoor Set Temperature,Indoor Type Code,Liquid T°,Mode,ON/OFF,Room Temp,Suction T°,Set Temp,Site temperature
2024-07-27 10:20:00,2,136.25,128.0,0.0,1.0,26.55,3267516688.0,0.0,24.0,27277.0,25.6,0.0,2.0,28.7,28.7,24.0,30.0
2024-07-27 10:20:00,3,222.5,128.0,0.0,1.0,24.95,4041825808.0,0.0,24.0,27277.0,24.525,0.0,2.0,27.4,27.4,24.0,30.0
2024-07-27 10:20:00,4,123.75,29.424999999999997,0.0,0.0,26.675,2290476305.0,0.0,24.0,26897.0,26.025,0.0,2.0,30.825,30.85,24.0,30.0
2024-07-27 10:25:00,1,142.25,128.0,0.0,1.0,25.5,4042087952.0,0.0,24.0,27277.0,24.1,0.0,2.0,27.9,28.5,24.0,30.0
2024-07-27 10:25:00,2,136.25,128.0,0.0,1.0,26.6,3267516688.0,0.0,24.0,27277.0,25.6,0.0,2.0,28.7,28.7,24.0,30.0
2024-07-27 10:25:00,3,222.5,128.0,0.0,1.0,25.025,4041825808.0,0.0,24.0,27277.0,24.6,0.0,2.0,27.424999999999997,27.4,24.0,30.0
2024-07-27 10:25:00,4,123.75,29.5,0.0,0.0,26.875,2290476305.0,0.0,24.0,26897.0,26.150000000000002,0.0,2.0,30.9,30.925,24.0,30.0
2024-07-27 10:30:00,1,142.25,128.0,0.0,1.0,25.600000000000005,4042087952.0,0.0,24.0,27277.0,24.166666666666668,0.0,2.0,27.899999999999995,28.600000000000005,24.0,30.0
2024-07-27 10:30:00,2,136.25,128.0,0.0,1.0,26.600000000000005,3267516688.0,0.0,24.0,27277.0,25.633333333333336,0.0,2.0,28.733333333333334,28.7,24.0,30.0
2024-07-27 10:30:00,3,222.5,128.0,0.0,1.0,25.100000000000005,4041825808.0,0.0,24.0,27277.0,24.7,0.0,2.0,27.5,27.5,24.0,30.0
2024-07-27 10:30:00,4,123.75,29.5,0.0,0.0,27.0,2290476305.0,0.0,24.0,26897.0,26.3,0.0,2.0,31.133333333333336,31.133333333333336,24.0,30.0
2024-07-27 10:35:00,1,142.25,128.0,0.0,1.0,25.7,4042087952.0,0.0,24.0,27277.0,24.25,0.0,2.0,27.9,28.6,24.0,30.0
2024-07-27 10:35:00,2,136.25,128.0,0.0,1.0,26.65,3267516688.0,0.0,24.0,27277.0,25.7,0.0,2.0,28.8,28.8,24.0,30.0
2024-07-27 10:35:00,3,222.5,128.0,0.0,1.0,25.2,4041825808.0,0.0,24.0,27277.0,24.75,0.0,2.0,27.5,27.5,24.0,30.0
2024-07-27 10:35:00,4,123.75,29.6,0.0,0.0,27.075000000000003,2290476305.0,0.0,24.0,26897.0,26.375,0.0,2.0,31.175,31.25,24.0,30.0
2024-07-27 10:40:00,1,142.25,128.0,0.0,1.0,25.8,4042087952.0,0.0,24.0,27277.0,24.3,0.0,2.0,27.933333333333334,28.600000000000005,24.0,30.0
2024-07-27 10:40:00,2,136.25,128.0,0.0,1.0,26.7,3267516688.0,0.0,24.0,27277.0,25.7,0.0,2.0,28.8,28.8,24.0,30.0
2024-07-27 10:40:00,3,222.5,128.0,0.0,1.0,25.266666666666666,4041825808.0,0.0,24.0,27277.0,24.8,0.0,2.0,27.5,27.5,24.0,30.0
2024-07-27 10:40:00,4,123.75,29.633333333333336,0.0,0.0,27.2,2290476305.0,0.0,24.0,26897.0,26.46666666666667,0.0,2.0,31.366666666666664,31.333333333333332,24.0,30.0
2024-07-27 10:45:00,1,142.25,128.0,0.0,1.0,25.825,4042087952.0,0.0,24.0,27277.0,24.375,0.0,2.0,27.975,28.65,24.0,30.0
2024-07-27 10:45:00,2,136.25,128.0,0.0,1.0,26.7,3267516688.0,0.0,24.0,27277.0,25.7,0.0,2.0,28.85,28.85,24.0,30.0
2024-07-27 10:45:00,3,222.5,128.0,0.0,1.0,25.325,4041825808.0,0.0,24.0,27277.0,24.8,0.0,2.0,27.575000000000003,27.6,24.0,30.0
2024-07-27 10:45:00,4,123.75,29.7,0.0,0.0,27.25,2290476305.0,0.0,24.0,26897.0,26.6,0.0,2.0,31.4,31.475,24.0,30.0
2024-07-27 10:50:00,1,142.25,128.0,0.0,1.0,25.9,4042087952.0,0.0,24.0,27277.0,24.45,0.0,2.0,28.0,28.7,24.0,30.0
2024-07-27 10:50:00,2,136.25,128.0,0.0,1.0,26.7,3267516688.0,0.0,24.0,27277.0,25.775,0.0,2.0,28.875,28.85,24.0,30.0
2024-07-27 10:50:00,3,222.5,128.0,0.0,1.0,25.4,4041825808.0,0.0,24.0,27277.0,24.8,0.0,2.0,27.6,27.6,24.0,30.0
2024-07-27 10:50:00,4,123.75,29.8,0.0,0.0,27.4,2290476305.0,0.0,24.0,26897.0,26.725,0.0,2.0,31.575000000000003,31.65,24.0,30.0
2024-07-27 10:55:00,1,142.25,128.0,0.0,1.0,26.0,4042087952.0,0.0,24.0,27277.0,24.5,0.0,2.0,28.0,28.7,24.0,30.0
2024-07-27 10:55:00,2,136.25,128.0,0.0,1.0,26.7,3267516688.0,0.0,24.0,27277.0,25.8,0.0,2.0,28.9,28.85,24.0,30.0
2024-07-27 10:55:00,3,222.5,128.0,0.0,1.0,25.5,4041825808.0,0.0,24.0,27277.0,24.9,0.0,2.0,27.6,27.6,24.0,30.0
2024-07-27 10:55:00,4,123.75,29.85,0.0,0.0,27.55,2290476305.0,0.0,24.0,26897.0,26.85,0.0,2.0,31.75,31.75,24.0,30.0
2024-07-27 11:00:00,1,142.25,128.0,0.0,1.0,26.0,4042087952.0,0.0,24.0,27277.0,24.566666666666666,0.0,2.0,28.0,28.7,24.0,30.0
2024-07-27 11:00:00,2,136.25,128.0,0.0,1.0,26.7,3267516688.0,0.0,24.0,27277.0,25.8,0.0,2.0,28.899999999999995,28.899999999999995,24.0,30.0
2024-07-27 11:00:00,3,222.5,128.0,0.0,1.0,25.53333333333333,4041825808.0,0.0,24.0,27277.0,24.899999999999995,0.0,2.0,27.666666666666668,27.633333333333336,24.0,30.0
2024-07-27 11:00:00,4,123.75,29.899999999999995,0.0,0.0,27.566666666666666,2290476305.0,0.0,24.0,26897.0,26.833333333333332,0.0,2.0,31.8,31.866666666666664,24.0,30.0
2024-07-27 11:05:00,1,142.25,128.0,0.0,1.0,26.100000000000005,4042087952.0,0.0,24.0,27277.0,24.600000000000005,0.0,2.0,28.0,28.766666666666666,24.0,30.0
2024-07-27 11:05:00,2,136.25,128.0,0.0,1.0,26.766666666666666,3267516688.0,0.0,24.0,27277.0,25.8,0.0,2.0,28.899999999999995,28.899999999999995,24.0,30.0
2024-07-27 11:05:00,3,222.5,128.0,0.0,1.0,25.600000000000005,4041825808.0,0.0,24.0,27277.0,25.0,0.0,2.0,27.7,27.7,24.0,30.0
2024-07-27 11:05:00,4,123.75,29.96666666666667,0.0,0.0,27.633333333333336,2290476305.0,0.0,24.0,26897.0,26.96666666666667,0.0,2.0,31.96666666666667,32.0,24.0,30.0
2024-07-27 11:10:00,1,142.25,128.0,0.0,1.0,26.125,4042087952.0,0.0,24.0,27277.0,24.7,0.0,2.0,28.05,28.8,24.0,30.0
